,day,cost_phones,cost_cases,cost_accessories,group
4638,7,56400,2400,2000,pilot
4639,7,46600,0,0,pilot
4640,7,60300,3100,4200,pilot
4641,7,37600,2300,0,pilot
4642,7,72900,2600,0,pilot
4643,7,8200,2600,0,pilot
4644,7,39500,2800,0,pilot
4645,7,79600,0,0,pilot
4646,7,39200,0,0,pilot
4647,7,25500,2500,0,pilot
4648,7,39200,0,0,pilot
4649,7,51900,2200,0,pilot
4650,7,32000,0,0,pilot
4651,7,27900,2900,0,pilot
4652,7,35000,0,0,pilot
4653,7,33100,0,3900,pilot
4654,7,59300,2700,0,pilot
4655,7,59400,0,0,pilot
4656,7,50600,1600,0,pilot
4657,7,59700,0,0,pilot
4658,7,39400,1700,0,pilot
4659,7,26500,0,0,pilot
4660,7,55200,2700,0,pilot
4661,7,17500,2600,0,pilot
4662,7,42700,0,0,pilot
4663,7,27600,0,0,pilot
4664,7,52000,2400,0,pilot
4665,7,17000,1200,0,pilot
4666,7,52000,1500,0,pilot
4667,7,60000,3000,3400,pilot
4668,7,37200,0,0,pilot
4669,7,8700,0,2000,pilot
4670,7,56800,0,3500,pilot
4671,7,40000,3100,0,pilot
4672,7,36700,0,0,pilot
4673,7,40000,0,0,pilot
4674,7,35100,2200,0,pilot
4675,7,38300,0,0,pilot
4676,7,31700,0,0,pilot
4677,7,7800,0,0,pilot
4678,7,51500,3600,0,pilot
4679,7,42400,3200,0,pilot
4680,7,69200,0,0,pilot
4681,7,29900,0,0,pilot
4682,7,18800,0,0,pilot
4683,7,15500,0,2200,pilot
4684,7,54600,2100,1800,pilot
4685,7,33000,0,0,pilot
4686,7,44600,0,0,pilot
4687,7,23000,0,2900,pilot
4688,7,34000,2300,2400,pilot
4689,7,48800,2000,0,pilot
4690,7,21600,0,0,pilot
4691,7,18800,0,0,pilot
4692,7,68400,0,2900,pilot
4693,7,26900,2200,0,pilot
4694,7,66500,0,0,pilot
4695,7,9600,1800,2800,pilot
4696,7,21000,2500,0,pilot
4697,7,69100,0,0,pilot
4698,7,48400,1600,0,pilot
4699,7,51000,1800,0,pilot
4700,7,43200,0,0,pilot
4701,7,9200,2800,0,pilot
4702,7,43900,2400,1300,pilot
4703,7,26100,2800,1500,pilot
4704,7,16200,2500,0,pilot
4705,7,36900,0,4500,pilot
4706,7,60600,2400,0,pilot
4707,7,56500,2500,0,pilot
4708,7,71200,1100,0,pilot
4709,7,22500,0,0,pilot
4710,7,65400,0,0,pilot
4711,7,30500,0,3400,pilot
4712,7,27000,0,0,pilot
4713,7,5400,0,0,pilot
4714,7,9000,0,0,pilot
4715,7,59300,0,3400,pilot
4716,7,81000,0,0,pilot
4717,7,49900,3100,0,pilot
4718,7,49800,0,0,pilot
4719,7,39300,2900,0,pilot
4720,7,48500,1400,0,pilot
4721,7,61800,0,0,pilot
4722,7,15200,0,2400,pilot
4723,7,11900,0,2100,pilot
4724,7,17800,0,4500,pilot
4725,7,14900,2200,4400,pilot
4726,7,31600,0,0,pilot
4727,7,71200,0,1800,pilot
4728,7,9500,0,4500,pilot
4729,7,29300,1700,3500,pilot
4730,7,55400,0,2800,pilot
4731,7,54800,1900,4500,pilot
4732,7,20500,1900,0,pilot
4733,7,17000,2500,0,pilot
4734,7,40800,0,0,pilot
4735,7,49200,0,2800,pilot
4736,7,54000,0,0,pilot
4737,7,31700,0,0,pilot
4738,7,67400,1400,0,pilot
4739,7,48000,1100,0,pilot
4740,7,44700,1500,0,pilot
4741,7,49000,0,0,pilot
4742,7,104100,1800,0,pilot
4743,7,23800,0,2900,pilot
4744,7,50600,0,0,pilot
4745,7,30700,0,0,pilot
4746,7,42500,0,0,pilot
4747,7,46500,1200,0,pilot
4748,7,71200,0,0,pilot
4749,7,43000,2100,0,pilot
4750,7,24400,3300,0,pilot
4751,7,47100,0,1700,pilot
4752,7,51500,0,0,pilot
4753,7,6900,3000,0,pilot
4754,7,12900,0,0,pilot
4755,7,25000,2600,0,pilot
4756,7,63200,0,0,pilot
4757,7,42900,2000,0,pilot
4758,7,59700,2200,0,pilot
4759,7,18800,2800,0,pilot
4760,7,32900,3200,0,pilot
4761,7,51600,1800,0,pilot
4762,7,85500,2100,0,pilot
4763,7,59800,2500,2100,pilot
4764,7,40300,0,0,pilot
4765,7,21300,0,4700,pilot
4766,7,25500,0,4000,pilot
4767,7,23600,1800,0,pilot
4768,7,45600,0,2100,pilot
4769,7,39000,0,0,pilot
4770,7,8300,2800,3000,pilot
4771,7,53500,0,0,pilot
4772,7,38300,0,700,pilot
4773,7,31100,1700,0,pilot
4774,7,37000,3000,0,pilot
4775,7,73100,0,0,pilot
4776,7,36700,0,0,pilot
4777,7,44600,2400,4400,pilot
4778,7,25300,0,0,pilot
4779,7,21900,0,0,pilot
4780,7,26000,0,0,pilot
4781,7,32000,0,0,pilot
4782,7,33900,2400,3800,pilot
4783,7,10800,1600,0,pilot
4784,7,51500,1500,0,pilot
4785,7,38400,2400,0,pilot
4786,7,19100,3000,2000,pilot
4787,7,40700,0,2400,pilot
4788,7,18100,1100,3600,pilot
4789,7,63500,2100,0,pilot
4790,7,10200,1900,0,pilot
4791,7,28000,0,0,pilot
4792,7,39600,2100,0,pilot
4793,7,15400,0,2100,pilot
4794,7,33300,2100,0,pilot
4795,7,15700,2300,0,pilot
4796,7,46700,2300,0,pilot
4797,7,37900,2500,0,pilot
4798,7,16500,0,0,pilot
4799,7,62300,2500,0,pilot
4800,7,13100,0,0,pilot
4801,7,35000,0,0,pilot
4802,7,45000,2000,0,pilot
4803,7,37500,2900,0,pilot
4804,7,19700,1700,0,pilot
4805,7,56100,0,0,pilot
4806,7,30500,2200,0,pilot
4807,7,78300,0,2500,pilot
4808,7,52100,0,0,pilot
4809,7,37700,1700,3600,pilot
4810,7,67100,2500,0,pilot
4811,7,55700,0,0,pilot
4812,7,43800,0,3500,pilot
4813,7,38200,0,3500,pilot
4814,7,10000,0,0,pilot
4815,7,24000,3000,0,pilot
4816,7,50900,0,0,pilot
4817,7,38600,1600,0,pilot
4818,7,42600,0,0,pilot
4819,7,11100,2200,0,pilot
4820,7,15500,0,3000,pilot
4821,7,38500,0,3000,pilot
4822,7,45800,0,0,pilot
4823,7,37200,0,0,pilot
4824,7,22000,2000,3200,pilot
4825,7,20600,0,3900,pilot
4826,7,49900,2900,0,pilot
4827,7,56100,0,0,pilot
4828,7,11100,0,0,pilot
4829,7,63000,0,0,pilot
4830,7,54200,0,4000,pilot
4831,7,31900,0,0,pilot
4832,8,31000,0,4200,pilot
4833,8,31200,2400,0,pilot
4834,8,37200,0,3400,pilot
4835,8,37900,0,2500,pilot
4836,8,29400,2100,5200,pilot
4837,8,44200,2000,0,pilot
4838,8,41100,0,0,pilot
4839,8,43500,0,4100,pilot
4840,8,54300,0,0,pilot
4841,8,21900,0,0,pilot
4842,8,24400,0,0,pilot
4843,8,12100,0,0,pilot
4844,8,23400,2100,0,pilot
4845,8,77300,1500,2500,pilot
4846,8,47600,2100,3100,pilot
4847,8,24600,2100,0,pilot
4848,8,19600,2700,2800,pilot
4849,8,39700,0,0,pilot
4850,8,10900,0,0,pilot
4851,8,22100,2400,0,pilot
4852,8,29800,0,3500,pilot
4853,8,27500,2600,0,pilot
4854,8,50600,1400,0,pilot
4855,8,51300,2500,3900,pilot
4856,8,51900,0,0,pilot
4857,8,36000,0,3700,pilot
4858,8,49400,0,2300,pilot
4859,8,23400,0,0,pilot
4860,8,26100,1800,0,pilot
4861,8,18600,2500,2300,pilot
4862,8,41800,0,0,pilot
4863,8,87100,1300,0,pilot
4864,8,49300,0,0,pilot
4865,8,38500,4000,0,pilot
4866,8,9300,0,0,pilot
4867,8,25100,0,2500,pilot
4868,8,71200,0,0,pilot
4869,8,21500,0,0,pilot
4870,8,67900,1700,0,pilot
4871,8,43700,0,0,pilot
4872,8,50100,0,0,pilot
4873,8,33700,800,0,pilot
4874,8,62700,900,0,pilot
4875,8,18100,0,0,pilot
4876,8,16200,2400,0,pilot
4877,8,36000,0,0,pilot
4878,8,18600,1600,3500,pilot
4879,8,26200,1400,0,pilot
4880,8,33800,0,0,pilot
4881,8,37500,2500,0,pilot
4882,8,56700,2300,3300,pilot
4883,8,58900,1400,0,pilot
4884,8,24200,2300,3700,pilot
4885,8,42700,1800,0,pilot
4886,8,80500,0,0,pilot
4887,8,9800,1400,0,pilot
4888,8,52000,0,0,pilot
4889,8,31600,2200,0,pilot
4890,8,13300,2800,0,pilot
4891,8,64800,0,0,pilot
4892,8,39200,0,0,pilot
4893,8,29500,2600,3100,pilot
4894,8,6400,0,4000,pilot
4895,8,28700,1900,4800,pilot
4896,8,27500,1100,2800,pilot
4897,8,56700,0,0,pilot
4898,8,57500,1200,0,pilot
4899,8,23800,0,3200,pilot
4900,8,34400,0,0,pilot
4901,8,36700,0,3800,pilot
4902,8,53600,1800,5500,pilot
4903,8,30600,0,2900,pilot
4904,8,30700,0,0,pilot
4905,8,54300,0,0,pilot
4906,8,52300,0,0,pilot
4907,8,11000,1000,0,pilot
4908,8,45800,0,0,pilot
4909,8,17600,0,0,pilot
4910,8,20400,0,3400,pilot
4911,8,29400,2200,0,pilot
4912,8,37800,0,0,pilot
4913,8,60300,0,0,pilot
4914,8,57500,2000,0,pilot
4915,8,30900,0,0,pilot
4916,8,29600,2700,1700,pilot
4917,8,53600,0,0,pilot
4918,8,30100,1500,4100,pilot
4919,8,25200,2300,2600,pilot
4920,8,28200,0,0,pilot
4921,8,42200,0,3600,pilot
4922,8,55200,0,0,pilot
4923,8,67200,1600,1800,pilot
4924,8,37500,1600,0,pilot
4925,8,6700,0,2900,pilot
4926,8,11900,0,0,pilot
4927,8,13900,0,0,pilot
4928,8,33300,2200,4800,pilot
4929,8,28800,1900,0,pilot
4930,8,11800,1500,0,pilot
4931,8,49200,1800,0,pilot
4932,8,21400,0,0,pilot
4933,8,37500,0,0,pilot
4934,8,8800,0,0,pilot
4935,8,21100,0,0,pilot
4936,8,25000,0,4900,pilot
4937,8,39500,2100,2800,pilot
4938,8,11800,0,0,pilot
4939,8,26100,0,0,pilot
4940,8,29000,0,0,pilot
4941,8,37300,0,0,pilot
4942,8,10500,0,0,pilot
4943,8,28300,0,0,pilot
4944,8,76600,0,0,pilot
4945,8,45600,1100,4800,pilot
4946,8,15600,0,0,pilot
4947,8,53000,0,0,pilot
4948,8,26600,0,0,pilot
4949,8,43800,2100,0,pilot
4950,8,36500,0,0,pilot
4951,8,12300,1200,0,pilot
4952,8,14400,0,2500,pilot
4953,8,56400,1900,0,pilot
4954,8,41000,0,0,pilot
4955,8,38400,2200,0,pilot
4956,8,19200,0,3600,pilot
4957,8,50300,0,0,pilot
4958,8,68800,2300,0,pilot
4959,8,35600,0,0,pilot
4960,8,37300,0,0,pilot
4961,8,56600,0,0,pilot
4962,8,52900,0,0,pilot
4963,8,39600,2500,0,pilot
4964,8,75800,0,0,pilot
4965,8,28000,0,0,pilot
4966,8,54200,0,0,pilot
4967,8,86800,2700,0,pilot
4968,8,31600,1400,4200,pilot
4969,8,82600,0,0,pilot
4970,8,55900,0,0,pilot
4971,8,29800,1500,0,pilot
4972,8,17300,3600,3400,pilot
4973,8,50700,2300,0,pilot
4974,8,36100,2200,0,pilot
4975,8,72500,0,3200,pilot
4976,8,35900,0,0,pilot
4977,8,31500,2700,0,pilot
4978,8,36700,1800,3100,pilot
4979,8,49600,0,0,pilot
4980,8,36600,2300,0,pilot
4981,8,39800,3500,0,pilot
4982,8,40100,1800,0,pilot
4983,8,36200,0,3800,pilot
4984,8,17300,1800,0,pilot
4985,8,37500,0,0,pilot
4986,8,38100,0,2100,pilot
4987,8,21000,2100,0,pilot
4988,8,39800,0,3000,pilot
4989,8,29000,1900,0,pilot
4990,8,63400,0,3200,pilot
4991,8,57200,0,0,pilot
4992,8,20000,0,0,pilot
4993,8,34400,0,0,pilot
4994,8,22700,1800,0,pilot
4995,8,22300,0,0,pilot
4996,8,54500,0,0,pilot
4997,8,43300,0,0,pilot
4998,8,40400,1700,4300,pilot
4999,8,33700,0,5200,pilot
5000,8,39500,3100,0,pilot
5001,8,51500,2100,0,pilot
5002,8,31400,1500,2000,pilot
5003,8,42200,0,0,pilot
5004,8,20900,0,0,pilot
5005,8,35400,0,0,pilot
5006,8,53000,0,0,pilot
5007,8,35200,0,0,pilot
5008,8,42000,2100,0,pilot
5009,8,21700,1600,0,pilot
5010,8,47100,0,0,pilot
5011,8,65100,0,2800,pilot
5012,8,20900,0,0,pilot
5013,8,7800,0,0,pilot
5014,8,70200,3000,0,pilot
5015,8,40900,0,3100,pilot
5016,8,31100,1600,3500,pilot
5017,8,21600,2000,0,pilot
5018,8,36100,1500,3000,pilot
5019,8,65300,1700,0,pilot
5020,8,16100,0,2800,pilot
5021,8,68900,0,0,pilot
5022,8,45800,0,0,pilot
5023,8,45300,0,0,pilot
5024,8,39500,2100,3300,pilot
5025,8,46100,0,4500,pilot
5026,8,49800,0,3000,pilot
5027,8,49900,2500,0,pilot
5028,8,29500,1800,0,pilot
5029,8,51700,0,2600,pilot
5030,8,16100,0,1900,pilot
5031,8,43300,1300,0,pilot
5032,8,57400,2200,5000,pilot
5033,8,37900,0,0,pilot
5034,8,79100,0,0,pilot
5035,8,54900,0,0,pilot
5036,8,12200,1900,0,pilot
5037,8,19000,0,3700,pilot
5038,8,8400,1200,0,pilot
5039,8,8400,2400,0,pilot
5040,8,34300,0,0,pilot
5041,8,37800,0,0,pilot
5042,8,51600,1600,0,pilot
5043,8,22900,0,2200,pilot
5044,8,8200,1700,0,pilot
5045,8,59800,0,1900,pilot
5046,8,14100,0,4400,pilot
5047,8,34500,0,3900,pilot
5048,8,25800,0,0,pilot
5049,8,85700,1300,2200,pilot
5050,8,30400,0,0,pilot
5051,8,11700,0,0,pilot
5052,8,12300,0,0,pilot
5053,8,9500,1600,3300,pilot
5054,8,12400,2100,0,pilot
5055,8,12500,2200,0,pilot
5056,8,31700,0,0,pilot
5057,8,46500,1300,0,pilot
5058,8,52600,0,0,pilot
5059,8,44300,0,2900,pilot
5060,8,46900,2100,0,pilot
5061,8,49200,3200,0,pilot
5062,8,93600,0,0,pilot
5063,8,33400,1700,0,pilot
5064,8,45300,0,0,pilot
5065,8,26500,0,0,pilot
5066,8,50600,0,0,pilot
5067,8,48900,2600,0,pilot
5068,8,22000,2100,0,pilot
5069,8,24300,1200,4100,pilot
5070,8,25000,0,0,pilot
5071,8,47800,0,4100,pilot
5072,8,43800,1700,0,pilot
5073,8,52300,1600,0,pilot
5074,8,38600,2000,0,pilot
5075,8,21500,0,2900,pilot
5076,8,33300,0,0,pilot
5077,8,27800,2000,0,pilot
5078,8,5500,0,0,pilot
5079,8,37200,0,0,pilot
5080,8,44400,0,3500,pilot
5081,8,38600,2200,0,pilot
5082,8,48000,1800,0,pilot
5083,8,9100,2600,0,pilot
5084,8,41700,0,3200,pilot
5085,8,77400,1400,2200,pilot
5086,8,61200,2000,0,pilot
5087,8,49300,1000,0,pilot
5088,8,49100,0,0,pilot
5089,9,36700,0,0,pilot
5090,9,11000,2000,0,pilot
5091,9,40600,1900,0,pilot
5092,9,22700,0,1300,pilot
5093,9,37700,2600,0,pilot
5094,9,40600,2400,0,pilot
5095,9,16500,0,0,pilot
5096,9,26500,2700,0,pilot
5097,9,40500,2800,0,pilot
5098,9,41600,3300,2500,pilot
5099,9,17400,0,1300,pilot
5100,9,50100,2300,0,pilot
5101,9,9100,0,0,pilot
5102,9,62900,0,4200,pilot
5103,9,10500,2100,0,pilot
5104,9,14300,0,0,pilot
5105,9,60100,1400,0,pilot
5106,9,39600,0,2600,pilot
5107,9,25400,2600,0,pilot
5108,9,41400,0,0,pilot
5109,9,28500,1900,4000,pilot
5110,9,35200,1800,3200,pilot
5111,9,37300,1700,0,pilot
5112,9,59500,0,0,pilot
5113,9,45600,0,0,pilot
5114,9,33500,2700,0,pilot
5115,9,51500,1500,0,pilot
5116,9,30900,1900,0,pilot
5117,9,15000,2700,1400,pilot
5118,9,12200,1100,0,pilot
5119,9,48200,2900,0,pilot
5120,9,51000,2500,0,pilot
5121,9,28200,0,3900,pilot
5122,9,14200,1800,0,pilot
5123,9,7400,0,3900,pilot
5124,9,33600,0,2500,pilot
5125,9,62600,0,0,pilot
5126,9,21600,2700,0,pilot
5127,9,26900,1600,0,pilot
5128,9,41300,0,0,pilot
5129,9,39300,1200,0,pilot
5130,9,46200,2600,0,pilot
5131,9,37400,0,0,pilot
5132,9,43100,0,0,pilot
5133,9,44000,0,0,pilot
5134,9,57200,1000,0,pilot
5135,9,13000,3800,3600,pilot
5136,9,85600,0,0,pilot
5137,9,41000,0,0,pilot
5138,9,12800,1500,0,pilot
5139,9,16200,0,1400,pilot
5140,9,27000,2100,0,pilot
5141,9,41400,0,0,pilot
5142,9,60000,0,1800,pilot
5143,9,31000,0,0,pilot
5144,9,59700,2700,0,pilot
5145,9,47200,0,0,pilot
5146,9,25900,3200,0,pilot
5147,9,65400,2200,1600,pilot
5148,9,61600,1200,0,pilot
5149,9,35900,0,0,pilot
5150,9,48700,0,0,pilot
5151,9,48600,2700,0,pilot
5152,9,80500,2300,2600,pilot
5153,9,61900,2700,0,pilot
5154,9,44000,0,0,pilot
5155,9,26400,2600,0,pilot
5156,9,47100,0,300,pilot
5157,9,33800,1600,0,pilot
5158,9,23400,0,0,pilot
5159,9,28200,0,0,pilot
5160,9,40300,1200,0,pilot
5161,9,45100,3600,3200,pilot
5162,9,50900,0,0,pilot
5163,9,55900,0,1300,pilot
5164,9,48500,0,0,pilot
5165,9,46400,0,4400,pilot
5166,9,31600,0,3800,pilot
5167,9,68600,0,0,pilot
5168,9,66700,3000,0,pilot
5169,9,33200,0,0,pilot
5170,9,23800,0,0,pilot
5171,9,13700,0,0,pilot
5172,9,50400,0,0,pilot
5173,9,46100,2300,1400,pilot
5174,9,37400,0,0,pilot
5175,9,52200,0,0,pilot
5176,9,46300,0,3400,pilot
5177,9,31500,0,0,pilot
5178,9,58000,1400,0,pilot
5179,9,38300,1000,0,pilot
5180,9,16600,0,0,pilot
5181,9,62800,0,0,pilot
5182,9,42800,2000,0,pilot
5183,9,10700,0,0,pilot
5184,9,23200,0,0,pilot
5185,9,90300,2600,0,pilot
5186,9,25100,0,2500,pilot
5187,9,11500,0,0,pilot
5188,9,48700,2100,3600,pilot
5189,9,38700,0,0,pilot
5190,9,31700,0,0,pilot
5191,9,11600,0,4000,pilot
5192,9,22000,0,0,pilot
5193,9,51900,1100,0,pilot
5194,9,41200,0,0,pilot
5195,9,29600,2400,0,pilot
5196,9,54800,0,0,pilot
5197,9,67700,0,3000,pilot
5198,9,29100,0,3600,pilot
5199,9,26400,0,0,pilot
5200,9,9700,2600,0,pilot
5201,9,6800,0,2000,pilot
5202,9,34200,1000,0,pilot
5203,9,16000,0,0,pilot
5204,9,17700,1700,0,pilot
5205,9,52900,2600,0,pilot
5206,9,16700,0,2500,pilot
5207,9,26900,0,0,pilot
5208,9,10900,0,0,pilot
5209,9,21700,3200,2900,pilot
5210,9,8000,3500,0,pilot
5211,9,30000,0,0,pilot
5212,9,45400,0,0,pilot
5213,9,32200,1200,2300,pilot
5214,9,79100,0,0,pilot
5215,9,35500,1500,0,pilot
5216,9,37500,0,0,pilot
5217,9,44300,0,0,pilot
5218,9,17000,0,0,pilot
5219,9,9200,1900,3700,pilot
5220,9,39500,2500,0,pilot
5221,9,72700,0,0,pilot
5222,9,62100,0,0,pilot
5223,9,11300,0,0,pilot
5224,9,68900,2300,0,pilot
5225,9,7400,0,2000,pilot
5226,9,7300,0,0,pilot
5227,9,26600,0,0,pilot
5228,9,67000,0,3100,pilot
5229,9,61400,0,0,pilot
5230,9,31600,2400,0,pilot
5231,9,24200,2400,0,pilot
5232,9,17200,1700,0,pilot
5233,9,50700,1400,0,pilot
5234,9,21900,2600,0,pilot
5235,9,20700,2500,0,pilot
5236,9,62900,1700,0,pilot
5237,9,36800,0,0,pilot
5238,9,8900,2500,0,pilot
5239,9,11800,0,0,pilot
5240,9,42200,1600,0,pilot
5241,9,49000,0,0,pilot
5242,9,32500,0,0,pilot
5243,9,55900,0,0,pilot
5244,9,34200,0,0,pilot
5245,9,45500,2500,0,pilot
5246,9,37400,1300,0,pilot
5247,9,41100,1900,0,pilot
5248,9,13100,1800,0,pilot
5249,9,39800,2600,0,pilot
5250,9,18700,2000,0,pilot
5251,9,25100,2500,0,pilot
5252,9,35900,0,0,pilot
5253,9,25600,0,0,pilot
5254,9,15500,0,4200,pilot
5255,9,35400,0,0,pilot
5256,9,58900,0,0,pilot
5257,9,18900,0,0,pilot
5258,9,35600,0,0,pilot
5259,9,65400,0,0,pilot
5260,9,26100,0,4100,pilot
5261,9,34800,1300,1900,pilot
5262,9,21400,0,0,pilot
5263,9,54300,0,0,pilot
5264,9,67900,2800,0,pilot
5265,9,38900,0,0,pilot
5266,9,61200,1900,0,pilot
5267,9,33400,0,3200,pilot
5268,9,14000,0,0,pilot
5269,9,63000,3100,0,pilot
5270,9,30900,2500,0,pilot
5271,9,50300,0,0,pilot
5272,9,59700,3400,0,pilot
5273,9,56400,0,0,pilot
5274,9,38000,0,0,pilot
5275,9,47500,2100,0,pilot
5276,9,44200,0,0,pilot
5277,9,41300,0,3100,pilot
5278,9,26500,0,0,pilot
5279,9,26300,0,0,pilot
5280,9,11400,1900,2900,pilot
5281,9,23800,0,3900,pilot
5282,9,31100,2900,0,pilot
5283,9,35900,0,2200,pilot
5284,9,52700,0,3600,pilot
5285,9,39300,2000,4300,pilot
5286,9,49100,0,0,pilot
5287,9,52700,900,0,pilot
5288,9,12100,0,0,pilot
5289,9,47600,1300,4300,pilot
5290,9,40400,2600,0,pilot
5291,9,7900,2100,0,pilot
5292,9,35000,1000,0,pilot
5293,9,68200,2100,0,pilot
5294,9,29700,1800,0,pilot
5295,9,32700,3000,2900,pilot
5296,9,22100,0,0,pilot
5297,9,18900,0,500,pilot
5298,9,24900,2500,0,pilot
5299,9,44500,0,0,pilot
5300,9,62300,1300,1800,pilot
5301,9,29200,0,0,pilot
5302,9,36000,0,0,pilot
5303,9,47400,0,0,pilot
5304,9,57700,0,0,pilot
5305,9,33400,0,0,pilot
5306,9,9000,2600,0,pilot
5307,9,24000,2500,0,pilot
5308,9,44200,1700,0,pilot
5309,9,34900,2000,3400,pilot
5310,9,51400,0,1900,pilot
5311,9,12500,1400,2600,pilot
5312,9,26800,0,0,pilot
5313,9,9800,3000,4300,pilot
5314,9,10000,2400,0,pilot
5315,9,38400,0,0,pilot
5316,9,14600,2500,0,pilot
5317,9,37900,1600,0,pilot
5318,9,49800,0,0,pilot
5319,9,42300,2100,0,pilot
5320,9,38200,2100,4100,pilot
5321,9,62800,0,2300,pilot
5322,9,39200,0,0,pilot
5323,9,37700,0,1500,pilot
5324,9,19500,1600,0,pilot
5325,9,63200,0,0,pilot
5326,9,22800,0,0,pilot
5327,9,43500,0,0,pilot
5328,9,21700,0,0,pilot
5329,9,35000,0,0,pilot
5330,9,14400,0,2400,pilot
5331,9,20200,0,0,pilot
5332,9,86000,0,0,pilot
5333,9,63500,2300,0,pilot
5334,9,33400,1900,0,pilot
5335,9,42000,0,0,pilot
5336,9,36900,0,0,pilot
5337,9,32100,0,0,pilot
5338,9,21500,900,0,pilot
5339,9,8100,0,0,pilot
5340,10,54300,2200,0,pilot
5341,10,12500,0,3100,pilot
5342,10,26100,0,0,pilot
5343,10,20500,0,0,pilot
5344,10,50200,0,0,pilot
5345,10,40100,0,0,pilot
5346,10,33400,0,2900,pilot
5347,10,25200,0,3300,pilot
5348,10,48700,2100,0,pilot
5349,10,33900,2300,0,pilot
5350,10,29900,2300,0,pilot
5351,10,31000,0,5100,pilot
5352,10,33500,0,0,pilot
5353,10,62100,2800,0,pilot
5354,10,40100,1600,0,pilot
5355,10,63400,2100,0,pilot
5356,10,51100,2200,0,pilot
5357,10,49800,0,0,pilot
5358,10,21000,0,0,pilot
5359,10,26100,1200,2500,pilot
5360,10,32600,2400,2700,pilot
5361,10,5800,3400,700,pilot
5362,10,72900,2900,0,pilot
5363,10,56200,2500,3000,pilot
5364,10,29300,2700,4100,pilot
5365,10,31200,2800,2400,pilot
5366,10,31500,0,3000,pilot
5367,10,64600,0,2600,pilot
5368,10,37700,0,2900,pilot
5369,10,54200,2200,0,pilot
5370,10,4100,1600,0,pilot
5371,10,15700,0,2300,pilot
5372,10,38500,0,2800,pilot
5373,10,58200,0,3900,pilot
5374,10,78100,0,0,pilot
5375,10,40900,0,2900,pilot
5376,10,24900,2000,2300,pilot
5377,10,61900,2300,1900,pilot
5378,10,34100,0,0,pilot
5379,10,53500,2400,3700,pilot
5380,10,27400,0,2200,pilot
5381,10,45600,3800,0,pilot
5382,10,44100,2700,0,pilot
5383,10,13200,1300,4100,pilot
5384,10,33000,0,0,pilot
5385,10,25000,0,0,pilot
5386,10,33400,2100,0,pilot
5387,10,31600,0,0,pilot
5388,10,37900,0,0,pilot
5389,10,15700,0,800,pilot
5390,10,31100,0,0,pilot
5391,10,34400,0,0,pilot
5392,10,22400,0,0,pilot
5393,10,39600,3000,5600,pilot
5394,10,58100,0,0,pilot
5395,10,43900,0,0,pilot
5396,10,33500,0,0,pilot
5397,10,29800,3000,0,pilot
5398,10,39600,2600,0,pilot
5399,10,33400,0,0,pilot
5400,10,24200,0,0,pilot
5401,10,28800,2000,0,pilot
5402,10,50500,1700,0,pilot
5403,10,41300,0,0,pilot
5404,10,46100,0,0,pilot
5405,10,9200,1700,3200,pilot
5406,10,60300,0,0,pilot
5407,10,59000,2300,0,pilot
5408,10,32800,2200,0,pilot
5409,10,51200,1400,0,pilot
5410,10,74900,0,0,pilot
5411,10,30700,0,0,pilot
5412,10,69500,3100,0,pilot
5413,10,46400,2400,0,pilot
5414,10,48700,0,0,pilot
5415,10,24600,2200,3200,pilot
5416,10,36000,2500,0,pilot
5417,10,52900,0,0,pilot
5418,10,48300,0,4800,pilot
5419,10,16900,0,0,pilot
5420,10,47300,0,0,pilot
5421,10,12300,0,0,pilot
5422,10,47500,1300,0,pilot
5423,10,29200,0,3300,pilot
5424,10,23800,2600,0,pilot
5425,10,25500,0,0,pilot
5426,10,30600,2000,1400,pilot
5427,10,32800,2700,0,pilot
5428,10,32500,0,0,pilot
5429,10,34900,0,0,pilot
5430,10,48000,0,0,pilot
5431,10,38500,0,3300,pilot
5432,10,47000,0,0,pilot
5433,10,44000,0,2000,pilot
5434,10,51500,0,0,pilot
5435,10,71700,0,0,pilot
5436,10,52100,2600,0,pilot
5437,10,28400,2800,0,pilot
5438,10,36400,3100,0,pilot
5439,10,74500,0,0,pilot
5440,10,28100,0,0,pilot
5441,10,53000,2500,0,pilot
5442,10,29000,0,0,pilot
5443,10,25200,0,0,pilot
5444,10,45500,1400,0,pilot
5445,10,31400,1600,0,pilot
5446,10,53800,0,0,pilot
5447,10,44800,0,0,pilot
5448,10,55000,1800,0,pilot
5449,10,19600,1800,0,pilot
5450,10,43700,2100,0,pilot
5451,10,68400,0,3400,pilot
5452,10,26000,0,0,pilot
5453,10,38300,0,0,pilot
5454,10,25800,3100,0,pilot
5455,10,42700,1900,3000,pilot
5456,10,57400,2200,0,pilot
5457,10,24200,2900,3100,pilot
5458,10,21700,0,0,pilot
5459,10,34600,0,1500,pilot
5460,10,26700,1700,0,pilot
5461,10,32700,0,0,pilot
5462,10,58200,2100,0,pilot
5463,10,59500,1300,0,pilot
5464,10,48700,2500,0,pilot
5465,10,46400,0,0,pilot
5466,10,8800,3200,3300,pilot
5467,10,46000,2400,3800,pilot
5468,10,51300,0,0,pilot
5469,10,44300,0,0,pilot
5470,10,49800,0,0,pilot
5471,10,51500,2100,4300,pilot
5472,10,21500,2300,0,pilot
5473,10,48300,2800,0,pilot
